State,Total Medicaid Enrollees,Total Medicaid Enrollment in Any Type of Managed Care,Medicaid Enrollment in Comprehensive Managed Care,Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs,Year,combined
Rhode Island,309491.0,301740.0,267202.0,78769.0,2020,"State: Rhode Island, Year: 2020, Total Medicaid Enrollees: 309491.0, Medicaid Enrollment in Managed Care: 301740.0, Medicaid Enrollment in Comprehensive Managed Care: 267202.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 78769.0"
South Carolina,1277117.0,1277117.0,841817.0,0.0,2020,"State: South Carolina, Year: 2020, Total Medicaid Enrollees: 1277117.0, Medicaid Enrollment in Managed Care: 1277117.0, Medicaid Enrollment in Comprehensive Managed Care: 841817.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
South Dakota,123000.0,79462.0,0.0,0.0,2020,"State: South Dakota, Year: 2020, Total Medicaid Enrollees: 123000.0, Medicaid Enrollment in Managed Care: 79462.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Tennessee,1582708.0,1464590.0,1464590.0,0.0,2020,"State: Tennessee, Year: 2020, Total Medicaid Enrollees: 1582708.0, Medicaid Enrollment in Managed Care: 1464590.0, Medicaid Enrollment in Comprehensive Managed Care: 1464590.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Texas,4222317.0,4074510.0,4007391.0,0.0,2020,"State: Texas, Year: 2020, Total Medicaid Enrollees: 4222317.0, Medicaid Enrollment in Managed Care: 4074510.0, Medicaid Enrollment in Comprehensive Managed Care: 4007391.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Utah,342000.0,324302.0,273388.0,37484.0,2020,"State: Utah, Year: 2020, Total Medicaid Enrollees: 342000.0, Medicaid Enrollment in Managed Care: 324302.0, Medicaid Enrollment in Comprehensive Managed Care: 273388.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 37484.0"
Vermont,174068.0,118656.0,118656.0,55412.0,2020,"State: Vermont, Year: 2020, Total Medicaid Enrollees: 174068.0, Medicaid Enrollment in Managed Care: 118656.0, Medicaid Enrollment in Comprehensive Managed Care: 118656.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 55412.0"
Virgin Islands,0.0,0.0,0.0,0.0,2020,"State: Virgin Islands, Year: 2020, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Virginia,1473316.0,1473316.0,1400015.0,436180.0,2020,"State: Virginia, Year: 2020, Total Medicaid Enrollees: 1473316.0, Medicaid Enrollment in Managed Care: 1473316.0, Medicaid Enrollment in Comprehensive Managed Care: 1400015.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 436180.0"
Washington,1830122.0,1830122.0,1608661.0,1607696.0,2020,"State: Washington, Year: 2020, Total Medicaid Enrollees: 1830122.0, Medicaid Enrollment in Managed Care: 1830122.0, Medicaid Enrollment in Comprehensive Managed Care: 1608661.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 1607696.0"
West Virginia,534107.0,429336.0,429336.0,169739.0,2020,"State: West Virginia, Year: 2020, Total Medicaid Enrollees: 534107.0, Medicaid Enrollment in Managed Care: 429336.0, Medicaid Enrollment in Comprehensive Managed Care: 429336.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 169739.0"
Wisconsin,1308070.0,933527.0,878159.0,0.0,2020,"State: Wisconsin, Year: 2020, Total Medicaid Enrollees: 1308070.0, Medicaid Enrollment in Managed Care: 933527.0, Medicaid Enrollment in Comprehensive Managed Care: 878159.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Wyoming,62946.0,135.0,135.0,0.0,2020,"State: Wyoming, Year: 2020, Total Medicaid Enrollees: 62946.0, Medicaid Enrollment in Managed Care: 135.0, Medicaid Enrollment in Comprehensive Managed Care: 135.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Alabama,1198510.0,951174.0,161.0,0.0,2021,"State: Alabama, Year: 2021, Total Medicaid Enrollees: 1198510.0, Medicaid Enrollment in Managed Care: 951174.0, Medicaid Enrollment in Comprehensive Managed Care: 161.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Alaska5,242176.0,0.0,0.0,0.0,2021,"State: Alaska5, Year: 2021, Total Medicaid Enrollees: 242176.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
American Samoa,0.0,0.0,0.0,0.0,2021,"State: American Samoa, Year: 2021, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Arizona,2244273.0,1920290.0,1795458.0,581850.0,2021,"State: Arizona, Year: 2021, Total Medicaid Enrollees: 2244273.0, Medicaid Enrollment in Managed Care: 1920290.0, Medicaid Enrollment in Comprehensive Managed Care: 1795458.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 581850.0"
Arkansas,1069577.0,963945.0,50269.0,1961.0,2021,"State: Arkansas, Year: 2021, Total Medicaid Enrollees: 1069577.0, Medicaid Enrollment in Managed Care: 963945.0, Medicaid Enrollment in Comprehensive Managed Care: 50269.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 1961.0"
California,14150266.0,11674619.0,11663813.0,3774831.0,2021,"State: California, Year: 2021, Total Medicaid Enrollees: 14150266.0, Medicaid Enrollment in Managed Care: 11674619.0, Medicaid Enrollment in Comprehensive Managed Care: 11663813.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 3774831.0"
Colorado6,1499303.0,1422844.0,4818.0,77560.0,2021,"State: Colorado6, Year: 2021, Total Medicaid Enrollees: 1499303.0, Medicaid Enrollment in Managed Care: 1422844.0, Medicaid Enrollment in Comprehensive Managed Care: 4818.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 77560.0"
Connecticut7,1106169.0,0.0,0.0,0.0,2021,"State: Connecticut7, Year: 2021, Total Medicaid Enrollees: 1106169.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Delaware,276475.0,244822.0,240913.0,74684.0,2021,"State: Delaware, Year: 2021, Total Medicaid Enrollees: 276475.0, Medicaid Enrollment in Managed Care: 244822.0, Medicaid Enrollment in Comprehensive Managed Care: 240913.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 74684.0"
District of Columbia,285297.0,268245.0,231323.0,73744.0,2021,"State: District of Columbia, Year: 2021, Total Medicaid Enrollees: 285297.0, Medicaid Enrollment in Managed Care: 268245.0, Medicaid Enrollment in Comprehensive Managed Care: 231323.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 73744.0"
Florida,4871362.0,4099027.0,3812042.0,0.0,2021,"State: Florida, Year: 2021, Total Medicaid Enrollees: 4871362.0, Medicaid Enrollment in Managed Care: 4099027.0, Medicaid Enrollment in Comprehensive Managed Care: 3812042.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Georgia,2539039.0,2229243.0,1829900.0,0.0,2021,"State: Georgia, Year: 2021, Total Medicaid Enrollees: 2539039.0, Medicaid Enrollment in Managed Care: 2229243.0, Medicaid Enrollment in Comprehensive Managed Care: 1829900.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Guam,0.0,0.0,0.0,0.0,2021,"State: Guam, Year: 2021, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Hawaii,420033.0,420033.0,420033.0,159087.0,2021,"State: Hawaii, Year: 2021, Total Medicaid Enrollees: 420033.0, Medicaid Enrollment in Managed Care: 420033.0, Medicaid Enrollment in Comprehensive Managed Care: 420033.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 159087.0"
Idaho,421589.0,391216.0,23603.0,0.0,2021,"State: Idaho, Year: 2021, Total Medicaid Enrollees: 421589.0, Medicaid Enrollment in Managed Care: 391216.0, Medicaid Enrollment in Comprehensive Managed Care: 23603.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Illinois,3467588.0,2680873.0,2616074.0,665086.0,2021,"State: Illinois, Year: 2021, Total Medicaid Enrollees: 3467588.0, Medicaid Enrollment in Managed Care: 2680873.0, Medicaid Enrollment in Comprehensive Managed Care: 2616074.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 665086.0"
Indiana,1870171.0,1474054.0,1474054.0,461955.0,2021,"State: Indiana, Year: 2021, Total Medicaid Enrollees: 1870171.0, Medicaid Enrollment in Managed Care: 1474054.0, Medicaid Enrollment in Comprehensive Managed Care: 1474054.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 461955.0"
Iowa,749862.0,711427.0,704047.0,229765.0,2021,"State: Iowa, Year: 2021, Total Medicaid Enrollees: 749862.0, Medicaid Enrollment in Managed Care: 711427.0, Medicaid Enrollment in Comprehensive Managed Care: 704047.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 229765.0"
Kansas,461405.0,407229.0,406634.0,0.0,2021,"State: Kansas, Year: 2021, Total Medicaid Enrollees: 461405.0, Medicaid Enrollment in Managed Care: 407229.0, Medicaid Enrollment in Comprehensive Managed Care: 406634.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Kentucky,1584976.0,1582351.0,1416189.0,645520.0,2021,"State: Kentucky, Year: 2021, Total Medicaid Enrollees: 1584976.0, Medicaid Enrollment in Managed Care: 1582351.0, Medicaid Enrollment in Comprehensive Managed Care: 1416189.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 645520.0"
Louisiana,1894676.0,1759372.0,1617083.0,662959.0,2021,"State: Louisiana, Year: 2021, Total Medicaid Enrollees: 1894676.0, Medicaid Enrollment in Managed Care: 1759372.0, Medicaid Enrollment in Comprehensive Managed Care: 1617083.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 662959.0"
Maine,331396.0,326611.0,0.0,0.0,2021,"State: Maine, Year: 2021, Total Medicaid Enrollees: 331396.0, Medicaid Enrollment in Managed Care: 326611.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Maryland,1780886.0,1520599.0,1520599.0,440264.0,2021,"State: Maryland, Year: 2021, Total Medicaid Enrollees: 1780886.0, Medicaid Enrollment in Managed Care: 1520599.0, Medicaid Enrollment in Comprehensive Managed Care: 1520599.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 440264.0"
Massachusetts,2091955.0,1387657.0,848004.0,187809.0,2021,"State: Massachusetts, Year: 2021, Total Medicaid Enrollees: 2091955.0, Medicaid Enrollment in Managed Care: 1387657.0, Medicaid Enrollment in Comprehensive Managed Care: 848004.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 187809.0"
Michigan8,2900801.0,2692435.0,2914629.0,758228.0,2021,"State: Michigan8, Year: 2021, Total Medicaid Enrollees: 2900801.0, Medicaid Enrollment in Managed Care: 2692435.0, Medicaid Enrollment in Comprehensive Managed Care: 2914629.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 758228.0"
Minnesota,1253815.0,1150333.0,1086715.0,239203.0,2021,"State: Minnesota, Year: 2021, Total Medicaid Enrollees: 1253815.0, Medicaid Enrollment in Managed Care: 1150333.0, Medicaid Enrollment in Comprehensive Managed Care: 1086715.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 239203.0"
Mississippi,776482.0,475168.0,475168.0,0.0,2021,"State: Mississippi, Year: 2021, Total Medicaid Enrollees: 776482.0, Medicaid Enrollment in Managed Care: 475168.0, Medicaid Enrollment in Comprehensive Managed Care: 475168.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Missouri,1048083.0,810775.0,777173.0,0.0,2021,"State: Missouri, Year: 2021, Total Medicaid Enrollees: 1048083.0, Medicaid Enrollment in Managed Care: 810775.0, Medicaid Enrollment in Comprehensive Managed Care: 777173.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Montana,309776.0,245390.0,0.0,0.0,2021,"State: Montana, Year: 2021, Total Medicaid Enrollees: 309776.0, Medicaid Enrollment in Managed Care: 245390.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Nebraska,336290.0,334939.0,334931.0,51213.0,2021,"State: Nebraska, Year: 2021, Total Medicaid Enrollees: 336290.0, Medicaid Enrollment in Managed Care: 334939.0, Medicaid Enrollment in Comprehensive Managed Care: 334931.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 51213.0"
Nevada,847650.0,792428.0,641100.0,273265.0,2021,"State: Nevada, Year: 2021, Total Medicaid Enrollees: 847650.0, Medicaid Enrollment in Managed Care: 792428.0, Medicaid Enrollment in Comprehensive Managed Care: 641100.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 273265.0"
New Hampshire,239439.0,218604.0,218604.0,76648.0,2021,"State: New Hampshire, Year: 2021, Total Medicaid Enrollees: 239439.0, Medicaid Enrollment in Managed Care: 218604.0, Medicaid Enrollment in Comprehensive Managed Care: 218604.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 76648.0"
New Jersey,1892091.0,1821033.0,1821033.0,664202.0,2021,"State: New Jersey, Year: 2021, Total Medicaid Enrollees: 1892091.0, Medicaid Enrollment in Managed Care: 1821033.0, Medicaid Enrollment in Comprehensive Managed Care: 1821033.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 664202.0"
New Mexico,941830.0,781820.0,781820.0,267716.0,2021,"State: New Mexico, Year: 2021, Total Medicaid Enrollees: 941830.0, Medicaid Enrollment in Managed Care: 781820.0, Medicaid Enrollment in Comprehensive Managed Care: 781820.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 267716.0"
New York9,7145884.0,5620459.0,5377127.0,4262161.0,2021,"State: New York9, Year: 2021, Total Medicaid Enrollees: 7145884.0, Medicaid Enrollment in Managed Care: 5620459.0, Medicaid Enrollment in Comprehensive Managed Care: 5377127.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 4262161.0"
North Carolina,2557593.0,2054350.0,1549975.0,0.0,2021,"State: North Carolina, Year: 2021, Total Medicaid Enrollees: 2557593.0, Medicaid Enrollment in Managed Care: 2054350.0, Medicaid Enrollment in Comprehensive Managed Care: 1549975.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
North Dakota,125354.0,86164.0,33806.0,33639.0,2021,"State: North Dakota, Year: 2021, Total Medicaid Enrollees: 125354.0, Medicaid Enrollment in Managed Care: 86164.0, Medicaid Enrollment in Comprehensive Managed Care: 33806.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 33639.0"
Northern Mariana Islands,0.0,0.0,0.0,0.0,2021,"State: Northern Mariana Islands, Year: 2021, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Ohio,3238849.0,2782891.0,2782891.0,756534.0,2021,"State: Ohio, Year: 2021, Total Medicaid Enrollees: 3238849.0, Medicaid Enrollment in Managed Care: 2782891.0, Medicaid Enrollment in Comprehensive Managed Care: 2782891.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 756534.0"
Oklahoma10,1065121.0,1049630.0,1171.0,0.0,2021,"State: Oklahoma10, Year: 2021, Total Medicaid Enrollees: 1065121.0, Medicaid Enrollment in Managed Care: 1049630.0, Medicaid Enrollment in Comprehensive Managed Care: 1171.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Oregon,1286095.0,1164999.0,1164999.0,545022.0,2021,"State: Oregon, Year: 2021, Total Medicaid Enrollees: 1286095.0, Medicaid Enrollment in Managed Care: 1164999.0, Medicaid Enrollment in Comprehensive Managed Care: 1164999.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 545022.0"
Pennsylvania,3292313.0,3155790.0,3090783.0,1032189.0,2021,"State: Pennsylvania, Year: 2021, Total Medicaid Enrollees: 3292313.0, Medicaid Enrollment in Managed Care: 3155790.0, Medicaid Enrollment in Comprehensive Managed Care: 3090783.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 1032189.0"
Puerto Rico,1501860.0,1501860.0,1501860.0,587748.0,2021,"State: Puerto Rico, Year: 2021, Total Medicaid Enrollees: 1501860.0, Medicaid Enrollment in Managed Care: 1501860.0, Medicaid Enrollment in Comprehensive Managed Care: 1501860.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 587748.0"
Rhode Island,339276.0,336240.0,287052.0,97032.0,2021,"State: Rhode Island, Year: 2021, Total Medicaid Enrollees: 339276.0, Medicaid Enrollment in Managed Care: 336240.0, Medicaid Enrollment in Comprehensive Managed Care: 287052.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 97032.0"
South Carolina,1446070.0,1446070.0,962377.0,0.0,2021,"State: South Carolina, Year: 2021, Total Medicaid Enrollees: 1446070.0, Medicaid Enrollment in Managed Care: 1446070.0, Medicaid Enrollment in Comprehensive Managed Care: 962377.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
South Dakota,137268.0,83890.0,0.0,0.0,2021,"State: South Dakota, Year: 2021, Total Medicaid Enrollees: 137268.0, Medicaid Enrollment in Managed Care: 83890.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Tennessee,1717984.0,1596482.0,1596482.0,0.0,2021,"State: Tennessee, Year: 2021, Total Medicaid Enrollees: 1717984.0, Medicaid Enrollment in Managed Care: 1596482.0, Medicaid Enrollment in Comprehensive Managed Care: 1596482.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Texas,4928655.0,4770549.0,4024322.0,0.0,2021,"State: Texas, Year: 2021, Total Medicaid Enrollees: 4928655.0, Medicaid Enrollment in Managed Care: 4770549.0, Medicaid Enrollment in Comprehensive Managed Care: 4024322.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Utah11,424565.0,402216.0,351918.0,62863.0,2021,"State: Utah11, Year: 2021, Total Medicaid Enrollees: 424565.0, Medicaid Enrollment in Managed Care: 402216.0, Medicaid Enrollment in Comprehensive Managed Care: 351918.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 62863.0"
Vermont12,191240.0,131002.0,131002.0,57656.0,2021,"State: Vermont12, Year: 2021, Total Medicaid Enrollees: 191240.0, Medicaid Enrollment in Managed Care: 131002.0, Medicaid Enrollment in Comprehensive Managed Care: 131002.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 57656.0"
Virgin Islands,0.0,0.0,0.0,0.0,2021,"State: Virgin Islands, Year: 2021, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Virginia,1852563.0,1692156.0,1692156.0,523964.0,2021,"State: Virginia, Year: 2021, Total Medicaid Enrollees: 1852563.0, Medicaid Enrollment in Managed Care: 1692156.0, Medicaid Enrollment in Comprehensive Managed Care: 1692156.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 523964.0"
Washington,2008655.0,2008655.0,1772786.0,789431.0,2021,"State: Washington, Year: 2021, Total Medicaid Enrollees: 2008655.0, Medicaid Enrollment in Managed Care: 2008655.0, Medicaid Enrollment in Comprehensive Managed Care: 1772786.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 789431.0"
West Virginia,599336.0,488048.0,488048.0,197832.0,2021,"State: West Virginia, Year: 2021, Total Medicaid Enrollees: 599336.0, Medicaid Enrollment in Managed Care: 488048.0, Medicaid Enrollment in Comprehensive Managed Care: 488048.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 197832.0"
Wisconsin,1484746.0,1081647.0,1026481.0,0.0,2021,"State: Wisconsin, Year: 2021, Total Medicaid Enrollees: 1484746.0, Medicaid Enrollment in Managed Care: 1081647.0, Medicaid Enrollment in Comprehensive Managed Care: 1026481.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Wyoming13,73227.0,0.0,0.0,0.0,2021,"State: Wyoming13, Year: 2021, Total Medicaid Enrollees: 73227.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Alabama,1287819.0,1028114.0,179.0,0.0,2022,"State: Alabama, Year: 2022, Total Medicaid Enrollees: 1287819.0, Medicaid Enrollment in Managed Care: 1028114.0, Medicaid Enrollment in Comprehensive Managed Care: 179.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Alaska,254283.0,0.0,0.0,0.0,2022,"State: Alaska, Year: 2022, Total Medicaid Enrollees: 254283.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
American Samoa,0.0,0.0,0.0,0.0,2022,"State: American Samoa, Year: 2022, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Arizona,2412424.0,2066895.0,1938718.0,654153.0,2022,"State: Arizona, Year: 2022, Total Medicaid Enrollees: 2412424.0, Medicaid Enrollment in Managed Care: 2066895.0, Medicaid Enrollment in Comprehensive Managed Care: 1938718.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 654153.0"
Arkansas,1763975.0,1707791.0,64026.0,3664.0,2022,"State: Arkansas, Year: 2022, Total Medicaid Enrollees: 1763975.0, Medicaid Enrollment in Managed Care: 1707791.0, Medicaid Enrollment in Comprehensive Managed Care: 64026.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 3664.0"
California,15136020.0,12841729.0,12781265.0,4354086.0,2022,"State: California, Year: 2022, Total Medicaid Enrollees: 15136020.0, Medicaid Enrollment in Managed Care: 12841729.0, Medicaid Enrollment in Comprehensive Managed Care: 12781265.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 4354086.0"
Colorado,1608310.0,1544749.0,4525.0,83198.0,2022,"State: Colorado, Year: 2022, Total Medicaid Enrollees: 1608310.0, Medicaid Enrollment in Managed Care: 1544749.0, Medicaid Enrollment in Comprehensive Managed Care: 4525.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 83198.0"
Connecticut,1140225.0,0.0,0.0,0.0,2022,"State: Connecticut, Year: 2022, Total Medicaid Enrollees: 1140225.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Delaware,302869.0,268117.0,261758.0,85300.0,2022,"State: Delaware, Year: 2022, Total Medicaid Enrollees: 302869.0, Medicaid Enrollment in Managed Care: 268117.0, Medicaid Enrollment in Comprehensive Managed Care: 261758.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 85300.0"
District of Columbia,300381.0,288796.0,259159.0,83046.0,2022,"State: District of Columbia, Year: 2022, Total Medicaid Enrollees: 300381.0, Medicaid Enrollment in Managed Care: 288796.0, Medicaid Enrollment in Comprehensive Managed Care: 259159.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 83046.0"
Florida,5399695.0,5076398.0,4202917.0,0.0,2022,"State: Florida, Year: 2022, Total Medicaid Enrollees: 5399695.0, Medicaid Enrollment in Managed Care: 5076398.0, Medicaid Enrollment in Comprehensive Managed Care: 4202917.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Georgia,2734003.0,2416856.0,2008026.0,0.0,2022,"State: Georgia, Year: 2022, Total Medicaid Enrollees: 2734003.0, Medicaid Enrollment in Managed Care: 2416856.0, Medicaid Enrollment in Comprehensive Managed Care: 2008026.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Guam,0.0,0.0,0.0,0.0,2022,"State: Guam, Year: 2022, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Hawaii,450268.0,450159.0,450159.0,383844.0,2022,"State: Hawaii, Year: 2022, Total Medicaid Enrollees: 450268.0, Medicaid Enrollment in Managed Care: 450159.0, Medicaid Enrollment in Comprehensive Managed Care: 450159.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 383844.0"
Idaho,424893.0,404124.0,25689.0,0.0,2022,"State: Idaho, Year: 2022, Total Medicaid Enrollees: 424893.0, Medicaid Enrollment in Managed Care: 404124.0, Medicaid Enrollment in Comprehensive Managed Care: 25689.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Illinois,3726082.0,2796521.0,2796521.0,711004.0,2022,"State: Illinois, Year: 2022, Total Medicaid Enrollees: 3726082.0, Medicaid Enrollment in Managed Care: 2796521.0, Medicaid Enrollment in Comprehensive Managed Care: 2796521.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 711004.0"
Indiana,2070992.0,1659715.0,1659715.0,506135.0,2022,"State: Indiana, Year: 2022, Total Medicaid Enrollees: 2070992.0, Medicaid Enrollment in Managed Care: 1659715.0, Medicaid Enrollment in Comprehensive Managed Care: 1659715.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 506135.0"
Iowa,803050.0,761121.0,753561.0,239789.0,2022,"State: Iowa, Year: 2022, Total Medicaid Enrollees: 803050.0, Medicaid Enrollment in Managed Care: 761121.0, Medicaid Enrollment in Comprehensive Managed Care: 753561.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 239789.0"
Kansas,525725.0,443835.0,443835.0,0.0,2022,"State: Kansas, Year: 2022, Total Medicaid Enrollees: 525725.0, Medicaid Enrollment in Managed Care: 443835.0, Medicaid Enrollment in Comprehensive Managed Care: 443835.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Kentucky,1651543.0,1494070.0,1494070.0,543684.0,2022,"State: Kentucky, Year: 2022, Total Medicaid Enrollees: 1651543.0, Medicaid Enrollment in Managed Care: 1494070.0, Medicaid Enrollment in Comprehensive Managed Care: 1494070.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 543684.0"
